tienda,categoria,marca,nombre,tipo,precio_sin_desc,descuento,precio_con_desc,valoracion,num_valoraciones
perfumes24h,hombre,moschino,toy boy,eau de parfum,84.31,40.75,49.95,5.0,5
perfumes24h,hombre,hugo boss,the scent le parfum,parfum,87.0,42.59,49.95,5.0,1
perfumes24h,hombre,dolce & gabbana,set k by dolce & gabbana 100ml + deodorant stick 75g,eau de toilette,89.95,27.85,64.9,5.0,1
perfumes24h,hombre,police,to be,eau de toilette,42.0,59.64,16.95,5.0,1
perfumes24h,hombre,hugo boss,hugo just different,eau de toilette,51.0,41.27,29.95,5.0,1
perfumes24h,hombre,adidas,set ice dive 100ml + after shave 100ml + deo 150ml + gel 250ml,eau de toilette,21.0,47.86,10.95,5.0,1
perfumes24h,hombre,yves saint laurent,y men,eau de toilette,61.0,14.02,52.45,5.0,1
perfumes24h,hombre,mandarina duck,mandarina duck black,eau de toilette,62.0,58.15,25.95,5.0,1
perfumes24h,hombre,armani,armani code,eau de toilette,134.96,55.58,59.95,5.0,1
perfumes24h,hombre,crossmen,set crossmen 200ml + deodorant body spray 150ml,eau de toilette,16.0,37.81,9.95,5.0,1
perfumes24h,hombre,loewe,paula's ibiza,eau de toilette,100.0,35.05,64.95,5.0,1
perfumes24h,hombre,carolina herrera,212 vip men,eau de toilette,63.5,32.36,42.95,5.0,1
perfumes24h,hombre,loewe,loewe 7 anonimo,eau de parfum,82.0,36.04,52.45,5.0,1
perfumes24h,hombre,antonio banderas,the golden secret,eau de toilette,29.85,53.27,13.95,4.5,2
perfumes24h,hombre,calvin klein,obsession night for men,eau de toilette,60.0,50.08,29.95,4.8,4
perfumes24h,hombre,kenzo,kenzo homme intense,eau de toilette,45.0,11.22,39.95,4.8,4
perfumes24h,hombre,scalpers,set the club 125ml + bufanda,eau de parfum,72.0,40.35,42.95,4.8,4
perfumes24h,hombre,montblanc,"set explorer ultra blue 100ml + shower gel 100ml + 7,5ml",eau de parfum,93.0,35.54,59.95,4.8,4
perfumes24h,hombre,narciso rodriguez,bleu noir for him,eau de toilette,72.0,35.0,46.8,4.8,4
perfumes24h,hombre,dolce & gabbana,light blue eau intense pour homme,eau de parfum,70.0,38.71,42.9,5.0,1
perfumes24h,hombre,4711,original eau de cologne,eau de cologne,9.0,52.33,4.29,5.0,1
perfumes24h,hombre,ralph lauren,polo ralph lauren deep blue,eau de parfum,78.0,29.55,54.95,5.0,1
