tienda,categoria,marca,nombre,tipo,descuento,precio_sin_desc,precio_con_desc,valoracion,num_valoraciones
druni,hombre,hugo boss,boss bottled,eau de toilette,57.0,69.0,29.95,4.8,571.0
druni,hombre,jean paul gaultier,jean paul gaultier le beau,eau de parfum,46.0,89.5,47.95,4.7,28.0
druni,hombre,armani,acqua di gio,eau de toilette,54.0,85.0,38.95,4.8,440.0
druni,hombre,nikos,sculpture homme,eau de toilette,74.0,65.9,16.95,4.7,310.0
druni,hombre,paco rabanne,one million,eau de toilette,38.0,80.5,49.95,4.7,214.0
druni,hombre,calvin klein,ck in2u men,eau de toilette,76.0,76.0,18.5,4.7,359.0
druni,hombre,davidoff,cool water,eau de toilette,76.0,79.0,18.95,4.75,411.0
druni,hombre,ralph lauren,polo sport,eau de toilette,65.0,72.0,24.95,4.65,39.0
druni,hombre,yves saint laurent,y men,eau de parfum,50.0,98.0,48.95,4.95,369.0
druni,hombre,ralph lauren,polo blue,eau de parfum,48.0,87.0,44.95,4.8,107.0
druni,hombre,carolina herrera,212 men,eau de toilette,49.0,74.5,37.95,4.8,173.0
druni,hombre,jean paul gaultier,ultra male,eau de toilette,52.0,65.0,30.95,4.65,156.0
druni,hombre,versace,blue jeans,eau de toilette,63.0,46.0,16.95,4.65,89.0
druni,hombre,yves saint laurent,myslf,eau de parfum,40.0,92.0,54.95,4.0,2.0
druni,hombre,armani,stronger with you,eau de toilette,51.0,85.0,41.95,4.9,165.0
druni,hombre,rochas,estuche rochas man,eau de toilette,58.0,95.0,39.95,4.8,393.0
druni,hombre,givenchy,gentleman reserve privee,eau de parfum,50.0,121.0,59.95,4.8,15.0
druni,hombre,hugo boss,boss the scent,eau de toilette,57.0,89.0,37.95,4.9,100.0
druni,hombre,versace,eros flame,eau de parfum,40.0,92.0,54.95,4.5,35.0
druni,hombre,paco rabanne,invictus,eau de toilette,38.0,79.0,48.95,4.7,209.0
druni,hombre,aramis,aramis,eau de toilette,71.0,91.5,26.95,4.9,9.0
druni,hombre,dior,sauvage,eau de toilette,30.0,76.0,52.95,4.7,100.0
druni,hombre,montblanc,explorer,eau de parfum,50.0,80.0,39.95,4.7,80.0
druni,hombre,ralph lauren,polo blue,eau de toilette,49.0,79.0,39.95,4.7,90.0
druni,hombre,versace,eros,eau de toilette,43.0,83.0,46.95,4.85,72.0
druni,hombre,hugo boss,hugo man,eau de toilette,56.0,80.0,34.95,4.75,143.0
druni,hombre,calvin klein,eternity for men,eau de toilette,63.0,73.0,26.95,4.75,404.0
druni,hombre,paco rabanne,ultraviolet man,eau de toilette,56.0,95.0,41.95,4.85,173.0
druni,hombre,hugo boss,boss bottled elixir,eau de parfum,46.0,111.0,59.95,4.0,1.0
druni,hombre,armani,acqua di giò profondo,eau de parfum,52.0,115.0,54.95,4.9,82.0
druni,hombre,loewe,estuche loewe esencia,eau de parfum,35.0,164.0,105.95,4.6,19.0
druni,hombre,ralph lauren,polo red,eau de toilette,46.0,72.0,38.95,4.6,40.0
druni,hombre,armani,eau pour homme,eau de toilette,57.0,150.0,64.95,4.9,65.0
druni,hombre,paco rabanne,estuche one million,eau de toilette,37.0,113.5,71.95,4.35,109.0
druni,hombre,rochas,estuche eau de rochas homme,eau de toilette,55.0,83.0,36.95,4.85,83.0
druni,hombre,jaguar,classic black,eau de toilette,64.0,39.9,14.5,4.5,25.0
druni,hombre,dior,sauvage,eau de parfum,25.0,88.0,65.95,4.7,166.0
druni,hombre,versace,eros,eau de parfum,40.0,92.0,54.95,4.7,66.0
druni,hombre,loewe,esencia,eau de parfum,35.0,110.0,71.25,4.8,36.0
druni,hombre,yves saint laurent,l'homme,eau de toilette,49.0,90.0,45.95,4.8,105.0
druni,hombre,paco rabanne,invictus victory,eau de parfum,37.0,89.0,55.95,4.95,20.0
druni,hombre,hugo boss,estuche boss bottled,eau de toilette,49.0,117.0,59.95,4.65,155.0
druni,hombre,valentino,born in roma uomo,eau de toilette,49.0,82.0,41.95,4.8,44.0
druni,hombre,scalpers,the club,eau de parfum,51.0,59.0,28.95,4.7,57.0
druni,hombre,calvin klein,eternity for men,eau de parfum,61.0,80.0,30.95,4.75,105.0
druni,hombre,hugo boss,boss bottled,eau de parfum,57.0,94.0,39.95,4.45,64.0
druni,hombre,armani,armani code new,eau de toilette,44.0,89.0,49.95,5.0,1.0
druni,hombre,paco rabanne,phantom,parfum,34.0,90.0,58.95,,
druni,hombre,paco rabanne,pure xs,eau de toilette,50.0,77.5,38.95,4.75,55.0
druni,hombre,moschino,toy boy,eau de parfum,43.0,109.0,61.95,4.9,47.0
druni,hombre,prada,l'homme intense,eau de parfum,42.0,120.0,69.95,4.85,34.0
druni,hombre,jean paul gaultier,le male le parfum,eau de parfum,33.0,87.5,58.95,4.7,45.0
druni,hombre,prada,luna rossa ocean,eau de toilette,45.0,82.0,44.95,4.9,83.0
druni,hombre,yves saint laurent,kouros,eau de toilette,49.0,115.0,58.95,4.85,55.0
druni,hombre,dior,dior homme parfum,eau de parfum,25.0,155.0,115.95,4.7,43.0
druni,hombre,mugler,angel men recarga,eau de toilette,35.0,77.0,49.95,4.4,18.0
druni,hombre,carolina herrera,men,eau de toilette,52.0,95.5,45.95,4.9,56.0
druni,hombre,calvin klein,estuche eternity for men,eau de toilette,55.0,100.0,44.95,4.35,40.0
druni,hombre,valentino,valentino uomo born in roma coral,eau de toilette,51.0,82.0,39.95,4.75,13.0
druni,hombre,alfa romeo,black,eau de toilette,50.0,20.0,9.95,,
druni,hombre,yves saint laurent,la nuit de l'homme,eau de toilette,49.0,90.0,45.95,4.65,60.0
druni,hombre,armand basi,homme,eau de toilette,54.0,76.0,34.95,4.75,55.0
druni,hombre,montblanc,legend,eau de toilette,55.0,105.0,46.95,4.8,43.0
druni,hombre,givenchy,gentleman classic,eau de toilette,48.0,107.0,55.95,4.9,33.0
druni,hombre,carolina herrera,ch men,eau de toilette,53.0,78.0,36.95,4.65,77.0
druni,hombre,viktor & rolf,spicebomb,eau de toilette,52.0,77.0,36.95,4.9,112.0
druni,hombre,tom ford,ombre leather,eau de parfum,25.0,135.0,100.95,4.85,28.0
druni,hombre,jean paul gaultier,le male,eau de toilette,34.0,80.0,52.95,4.85,167.0
druni,hombre,cacharel,cacharel,eau de toilette,55.0,100.0,44.95,4.8,60.0
druni,hombre,dolce & gabbana,pour homme,eau de toilette,42.0,86.0,49.95,4.85,93.0
druni,hombre,dior,dior homme intense,eau de parfum,31.0,100.0,68.95,4.8,62.0
druni,hombre,paco rabanne,invictus victory elixir,parfum,37.0,95.0,59.95,4.65,3.0
druni,hombre,paco rabanne,invictus estuche,eau de toilette,37.0,111.0,69.95,4.7,94.0
druni,hombre,dolce & gabbana,k by dolce & gabbana,eau de parfum,44.0,90.0,49.95,,
druni,hombre,yves saint laurent,l'homme intense,eau de parfum,45.0,100.0,54.95,4.9,16.0
druni,hombre,versace,versace pour homme,eau de toilette,43.0,109.0,61.95,4.75,43.0
druni,hombre,hermès,terre d'hermes,eau de parfum,30.0,149.0,103.95,4.8,61.0
druni,hombre,carolina herrera,estuche bad boy,eau de toilette,37.0,117.0,73.95,4.65,32.0
druni,hombre,armani,estuche acqua di giò,eau de toilette,46.0,121.0,64.95,4.5,165.0
druni,hombre,jean paul gaultier,le beau,eau de toilette,52.0,81.5,38.95,4.75,105.0
druni,hombre,armani,él,eau de toilette,55.0,110.0,49.95,4.75,61.0
druni,hombre,paco rabanne,paco rabanne pour homme,eau de toilette,56.0,97.0,42.95,4.8,131.0
druni,hombre,hugo boss,estuche boss the scent him,eau de toilette,54.0,129.0,59.95,4.7,69.0
druni,hombre,joop,joop! homme,eau de toilette,62.0,61.0,22.95,4.6,155.0
druni,hombre,yves saint laurent,la nuit l'homme,eau de parfum,48.0,125.0,64.95,4.55,37.0
druni,hombre,cerruti,1881 pour homme,eau de toilette,71.0,85.0,24.95,4.85,25.0
druni,hombre,prada,luna rossa carbon,eau de toilette,45.0,82.0,44.95,4.65,60.0
druni,hombre,armani,stronger with you absolutely,parfum,46.0,89.0,47.95,4.95,29.0
druni,hombre,paco rabanne,estuche phantom,eau de toilette,35.0,116.0,75.95,4.8,27.0
druni,hombre,paco rabanne,black xs,eau de toilette,54.0,103.5,47.95,4.8,92.0
druni,hombre,dolce & gabbana,light blue pour homme,eau de toilette,42.0,86.0,49.9,4.65,49.0
druni,hombre,armani,acqua di gio,eau de parfum,48.0,115.0,59.95,4.8,11.0
druni,hombre,givenchy,gentleman society,eau de parfum,48.0,96.0,49.95,4.0,3.0
druni,hombre,versace,the dreamer,eau de toilette,45.0,82.0,44.95,4.0,5.0
druni,hombre,calvin klein,eternity men summer 23,eau de toilette,58.0,82.5,34.95,5.0,1.0
druni,hombre,azzaro,wanted,eau de toilette,43.0,67.0,37.95,4.9,98.0
druni,hombre,rochas,rochas man,eau de toilette,66.0,100.0,33.95,4.7,65.0
druni,hombre,gucci,guilty man,eau de parfum,54.0,94.0,42.95,4.95,14.0
druni,hombre,valentino,valentino uomo intense,eau de parfum,44.0,125.0,69.95,4.9,10.0
druni,hombre,pedro del hierro,pedro del hierro  eau fraîche,eau de toilette,67.0,72.9,23.95,4.6,48.0
druni,hombre,armani,code,parfum,50.0,145.0,72.95,5.0,2.0
druni,hombre,calvin klein,estuche eternity for men,eau de parfum,55.0,112.0,49.95,4.7,53.0
druni,hombre,givenchy,gentleman,eau de toilette,51.0,112.5,54.95,4.0,4.0
druni,hombre,paco rabanne,one million royal,eau de parfum,37.0,92.5,57.95,4.5,2.0
druni,hombre,montblanc,explorer ultra blue,eau de parfum,55.0,115.0,51.95,4.75,8.0
druni,hombre,givenchy,gentleman,eau de parfum,46.0,121.0,64.95,4.45,24.0
druni,hombre,scalpers,estuche the club,eau de parfum,43.0,79.0,44.95,4.45,13.0
druni,hombre,yves saint laurent,estuche l'homme,eau de toilette,50.0,121.0,59.95,4.25,13.0
druni,hombre,versace,eros parfum,parfum,43.0,155.0,87.95,4.9,10.0
druni,hombre,cartier,declaration d'un soir,eau de toilette,30.0,109.0,75.95,4.55,13.0
druni,hombre,guerlain,l'homme idéal,eau de parfum,41.0,136.46,79.95,4.55,7.0
druni,hombre,loewe,estuche loewe esencia,eau de toilette,35.0,137.0,88.95,4.55,37.0
druni,hombre,boucheron,jaïpur homme,eau de parfum,63.0,109.0,39.95,5.0,9.0
druni,hombre,boucheron,homme,eau de parfum,63.0,109.0,39.95,5.0,5.0
druni,hombre,jean paul gaultier,scandal pour homme refill,eau de toilette,34.0,137.0,90.95,5.0,1.0
druni,hombre,issey miyake,l'eau d'issey pour homme,eau de toilette,35.0,77.0,49.95,4.75,187.0
druni,hombre,mugler,angel men rellenable,eau de toilette,36.0,62.0,39.95,4.85,30.0
druni,hombre,dior,sauvage,parfum,25.0,101.0,75.25,4.6,65.0
druni,hombre,kenzo,homme,eau de toilette,54.0,78.5,35.95,4.35,28.0
druni,hombre,cartier,déclaration,eau de toilette,30.0,109.0,75.95,4.7,32.0
druni,hombre,montblanc,legend spirit,eau de toilette,53.0,75.0,34.95,4.75,42.0
druni,hombre,valentino,born in roma intense,eau de parfum,39.0,90.0,54.95,5.0,2.0
druni,hombre,tommy hilfiger,tommy,eau de toilette,52.0,54.0,25.95,5.0,1.0
druni,hombre,jean paul gaultier,scandal pour homme,eau de toilette,34.0,83.0,54.95,4.7,13.0
druni,hombre,paco rabanne,one million elixir,eau de parfum,38.0,98.5,60.95,4.2,9.0
druni,hombre,tous,man intense,eau de toilette,57.0,76.0,32.95,4.6,15.0
druni,hombre,narciso rodriguez,for him bleu noir,eau de parfum,35.0,81.0,52.5,4.7,25.0
druni,hombre,jean paul gaultier,le male collector,eau de parfum,37.0,119.0,74.95,,
druni,hombre,jean paul gaultier,estuche le male,eau de toilette,37.0,115.0,71.95,4.55,68.0
druni,hombre,pepe jeans,sobold,eau de parfum,50.0,70.0,34.95,4.0,1.0
druni,hombre,dolce & gabbana,intenso pour homme,eau de parfum,43.0,88.0,49.95,4.5,39.0
druni,hombre,carolina herrera,212 vip black ny,eau de parfum,53.0,106.5,49.95,,
druni,hombre,azzaro,azzaro pour homme,eau de toilette,55.0,80.0,35.95,4.85,7.0
druni,hombre,tous,1920 the origin,eau de parfum,57.0,79.5,33.95,4.75,26.0
druni,hombre,versace,eau fraiche,eau de toilette,41.0,101.0,59.95,4.65,26.0
druni,hombre,loewe,estuche solo cedro,eau de toilette,35.0,126.0,81.9,4.75,11.0
druni,hombre,gucci,cofre guilty man,eau de parfum,52.0,147.0,69.95,,
druni,hombre,carolina herrera,212 vip black,eau de parfum,44.0,78.0,43.95,4.75,75.0
druni,hombre,carolina herrera,212 vip men,eau de toilette,52.0,74.5,35.95,4.7,89.0
druni,hombre,diesel,only the brave,eau de toilette,57.0,93.0,39.95,4.85,107.0
druni,hombre,drakkar,noir,eau de toilette,75.0,68.0,16.95,,
druni,hombre,dolce & gabbana,the one for men,eau de parfum,40.0,116.0,69.95,4.7,49.0
druni,hombre,paco rabanne,one million parfum,eau de parfum,38.0,87.0,53.95,4.75,63.0
druni,hombre,loewe,7,eau de toilette,35.0,84.0,54.5,4.55,19.0
druni,hombre,pedro del hierro,pedro del hierro pour homme,eau de toilette,67.0,72.9,23.95,4.45,45.0
druni,hombre,hugo boss,boss the scent magnetic,eau de parfum,54.0,98.0,44.95,5.0,2.0
druni,hombre,loewe,7 cobalt,eau de parfum,35.0,95.0,61.5,4.75,23.0
druni,hombre,jean paul gaultier,scandal,eau de parfum,36.0,85.5,54.95,5.0,5.0
druni,hombre,pepe jeans,celabrate for him,eau de parfum,57.0,70.0,29.95,4.5,20.0
druni,hombre,bvlgari,man in black,eau de parfum,35.0,135.0,87.25,4.7,34.0
druni,hombre,hugo boss,boss the scent le parfum for him,eau de parfum,56.0,102.0,44.95,4.35,9.0
druni,hombre,loewe,agua él,eau de toilette,35.0,71.0,45.95,4.5,4.0
druni,hombre,ralph lauren,polo red,eau de parfum,51.0,85.0,41.95,4.7,7.0
druni,hombre,rochas,eau rochas homme,eau de toilette,64.0,83.0,29.95,4.85,84.0
druni,hombre,hermès,estuche terre,eau de toilette,31.0,124.0,84.95,4.7,53.0
druni,hombre,carolina herrera,estuche 212 men heroes,eau de toilette,38.0,113.0,69.95,5.0,2.0
druni,hombre,dolce & gabbana,light blue eau intense,eau de parfum,44.0,76.0,42.9,4.8,53.0
druni,hombre,carolina herrera,bad boy,eau de toilette,33.0,79.5,52.95,4.65,45.0
druni,hombre,calvin klein,eternity men parfum,eau de parfum,54.0,84.0,38.95,4.45,7.0
druni,hombre,guerlain,vetiver,eau de toilette,42.0,121.41,69.95,4.0,3.0
druni,hombre,dior,fahrenheit,eau de toilette,25.0,90.0,67.25,4.85,65.0
druni,hombre,carolina herrera,ch pasión,eau de parfum,48.0,111.5,57.95,,
druni,hombre,prada,l'homme,eau de toilette,42.0,85.0,48.95,4.75,56.0
druni,hombre,issey miyake,nuit d'issey,eau de parfum,35.0,86.0,55.5,4.7,16.0
druni,hombre,joop,jump,eau de toilette,71.0,69.0,19.95,4.5,38.0
druni,hombre,valentino,born in roma yellow dream uomo,eau de toilette,51.0,82.0,39.95,5.0,10.0
druni,hombre,jean paul gaultier,estuche scandal pour homme,eau de toilette,33.0,118.5,78.95,4.7,7.0
druni,hombre,tom ford,costa azzurra,parfum,25.0,165.0,123.75,4.25,4.0
druni,hombre,dolce & gabbana,k by dolce & gabbana,eau de toilette,45.0,82.0,44.95,,
druni,hombre,givenchy,gentleman only,eau de toilette,50.0,107.0,53.95,4.8,5.0
druni,hombre,narciso rodriguez,narciso for him blue noir,parfum,36.0,93.0,59.95,4.0,1.0
druni,hombre,guerlain,l'homme ideal,eau de toilette,46.0,121.41,65.95,4.15,6.0
druni,hombre,loewe,solo mercurio,eau de parfum,35.0,105.0,67.95,4.85,6.0
druni,hombre,issey miyake,estuche l'eau d'issey pour homme,eau de toilette,36.0,107.0,68.95,4.3,59.0
druni,hombre,rochas,rochas man intense,eau de parfum,57.0,99.0,42.95,4.35,3.0
druni,hombre,loewe,esencia elixir,eau de parfum,35.0,140.0,90.95,1.0,1.0
druni,hombre,guerlain,l'homme ideal intense,eau de parfum,52.0,136.46,64.95,3.85,7.0
druni,hombre,cartier,pasha,eau de toilette,30.0,109.0,75.95,5.0,5.0
druni,hombre,tom ford,noir,eau de parfum,25.0,135.0,100.95,5.0,1.0
druni,hombre,dior,eau sauvage,eau de toilette,28.0,90.0,64.95,5.0,37.0
druni,hombre,dior,eau sauvage parfum,eau de parfum,25.0,136.0,101.95,4.8,10.0
druni,hombre,tom ford,beau de jour,eau de parfum,25.0,135.0,100.95,4.5,4.0
druni,hombre,jean paul gaultier,scandal,eau de parfum,34.0,141.0,92.95,,
druni,hombre,tom ford,noir extreme,parfum,25.0,165.0,123.95,4.35,3.0
druni,hombre,kenzo,aqua kenzo him,eau de toilette,44.0,89.5,49.95,4.75,4.0
druni,hombre,angel schlesser,instant vibrant sandalwood,eau de toilette,53.0,53.0,24.95,4.6,23.0
druni,hombre,diesel,cofre d by diesel,eau de toilette,51.0,97.0,47.95,5.0,2.0
druni,hombre,fun & basics,estuche fun & basics be fun,eau de parfum,60.0,25.0,9.95,,
druni,hombre,halloween,estuche halloween man,eau de toilette,45.0,73.0,39.95,4.75,15.0
